,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
2916,100519,INF090I01213,INF090I01221,Franklin India Flexi Cap Fund - IDCW ,46.8791,24-May-2023
2917,118955,INF179K01UT0,-,HDFC Flexi Cap Fund - Growth Option - Direct Plan,1272.869,24-May-2023
2918,101762,INF179K01608,-,HDFC Flexi Cap Fund - Growth Plan,1180.916,24-May-2023
2919,118954,INF179K01VL5,INF179K01VM3,HDFC Flexi Cap Fund - IDCW Option - Direct Plan,65.401,24-May-2023
2920,101763,INF179K01582,INF179K01590,HDFC Flexi Cap Fund - IDCW Plan,56.754,24-May-2023
2921,120046,INF336L01DH5,-,HSBC Flexi Cap Fund - Direct Growth,147.2749,24-May-2023
2922,120045,INF336L01DF9,INF336L01DG7,HSBC Flexi Cap Fund - Direct IDCW,32.0986,24-May-2023
2923,102252,INF336L01AF5,-,HSBC Flexi Cap Fund - Regular Growth,134.2137,24-May-2023
2924,102251,INF336L01AE8,INF336L01AD0,HSBC Flexi Cap Fund - Regular IDCW,32.9734,24-May-2023
2925,148990,INF109KC1R14,-,ICICI Prudential Flexicap Fund - Direct Plan - Growth,12.24,24-May-2023
2926,148991,INF109KC1R22,INF109KC1R30,ICICI Prudential Flexicap Fund - Direct Plan - IDCW,12.24,24-May-2023
2927,148989,INF109KC1Q80,-,ICICI Prudential Flexicap Fund - Growth,11.92,24-May-2023
2928,148988,INF109KC1Q98,INF109KC1R06,ICICI Prudential Flexicap Fund - IDCW,11.91,24-May-2023
2929,128236,INF397L01HF2,-,IDBI FLEXI CAP FUND Growth Direct,39.86,24-May-2023
2930,128235,INF397L01HJ4,-,IDBI FLEXI CAP FUND Growth Regular,35.39,24-May-2023
2931,128233,INF397L01HC9,-,IDBI FLEXI CAP FUND IDCW - Direct Plan,25.15,24-May-2023
2932,128234,INF397L01HG0,-,IDBI FLEXI CAP FUND IDCW - Regular Plan,21.72,24-May-2023
2933,149763,INF205KA1494,-,Invesco India Flexi Cap Fund - Direct Plan - Growth,11.09,24-May-2023
2934,149765,INF205KA1486,INF205KA1502,Invesco India Flexi Cap Fund - Direct Plan - IDCW,11.09,24-May-2023
2935,149766,INF205KA1460,-,Invesco India Flexi Cap Fund - Growth,10.84,24-May-2023
2936,149764,INF205KA1452,INF205KA1478,Invesco India Flexi Cap Fund - IDCW,10.84,24-May-2023
2937,151379,INF00XX01CO7,-,ITI Flexi Cap Fund- Direct Plan- Growth,10.8443,24-May-2023
2938,151380,INF00XX01CP4,INF00XX01CQ2,ITI Flexi Cap Fund- Direct Plan- IDCW,10.8443,24-May-2023
2939,151377,INF00XX01CL3,-,ITI Flexi Cap Fund- Regular Plan- Growth,10.7848,24-May-2023
2940,151378,INF00XX01CM1,INF00XX01CN9,ITI Flexi Cap Fund- Regular Plan- IDCW,10.7848,24-May-2023
2941,120492,INF192K01CC7,-,JM Flexicap Fund (Direct) - Growth Option,63.3956,24-May-2023
2942,120491,INF192K01CA1,INF192K01CB9,JM Flexicap Fund (Direct) - IDCW,57.6235,24-May-2023
2943,109522,INF192K01635,-,JM Flexicap Fund (Regular) - Growth option,57.3737,24-May-2023
2944,109523,INF192K01619,INF192K01627,JM Flexicap Fund (Regular) - IDCW,44.2108,24-May-2023
2945,112090,INF174K01336,-,Kotak Flexicap Fund - Growth,55.777,24-May-2023
2946,120166,INF174K01LS2,-,Kotak Flexicap Fund - Growth - Direct,61.681,24-May-2023
2947,112089,INF174K01351,INF174K01344,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option,33.681,24-May-2023
2948,120165,INF174K01LQ6,INF174K01LR4,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,37.669,24-May-2023
2949,120264,INF767K01EG3,-,LIC MF Flexi Cap Fund-Direct Plan-Growth,74.6031,24-May-2023
2950,120263,INF767K01EF5,INF767K01EH1,LIC MF Flexi Cap Fund-Direct Plan-IDCW,25.1228,24-May-2023
2951,100313,INF767K01071,-,LIC MF Flexi Cap Fund-Regular Plan-Growth,69.0598,24-May-2023
2952,100312,INF767K01063,INF767K01055,LIC MF Flexi Cap Fund-Regular Plan-IDCW,21.7927,24-May-2023
2953,149104,INF174V01AS2,-,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,11.2180,24-May-2023
2954,149103,INF174V01AU8,INF174V01AT0,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,11.2180,24-May-2023
2955,149101,INF174V01AP8,-,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,10.8256,24-May-2023
2956,149102,INF174V01AR4,INF174V01AQ6,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,10.8256,24-May-2023
2957,151413,INF769K01JI4,INF769K01JK0,Mirae Asset Flexi Cap Fund - Direct Plan -  IDCW,10.571,24-May-2023
2958,151412,INF769K01JJ2,-,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,10.571,24-May-2023
2959,151414,INF769K01JG8,-,Mirae Asset Flexi Cap Fund - Regular Plan - Growth,10.527,24-May-2023
2960,151415,INF769K01JF0,INF769K01JH6,Mirae Asset Flexi Cap Fund - Regular Plan - IDCW,10.530,24-May-2023
2961,129047,INF247L01528,INF247L01510,Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,22.4885,24-May-2023
2962,129046,INF247L01502,-,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,36.8954,24-May-2023
2963,129049,INF247L01494,INF247L01486,Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment,22.0470,24-May-2023
2964,129048,INF247L01478,-,Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,33.9076,24-May-2023
2965,143793,INF959L01DT9,-,Navi Flexi Cap Fund - Direct Plan - Growth,18.4572,24-May-2023
2966,143798,INF959L01EC3,INF959L01ED1,NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT,18.324,24-May-2023
2967,143797,INF959L01EA7,INF959L01EB5,NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT,18.3245,24-May-2023
2968,143796,INF959L01DW3,INF959L01DX1,NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT,18.3215,24-May-2023
2969,143792,INF959L01DU7,INF959L01DV5,NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT,18.3012,24-May-2023
2970,143791,INF959L01DY9,INF959L01DZ6,NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT,18.338,24-May-2023
2971,143787,INF959L01EE9,-,Navi Flexi Cap Fund - Regular Plan - Growth,16.7183,24-May-2023
2972,143795,INF959L01EN0,INF959L01EO8,NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT,16.7197,24-May-2023
2973,143794,INF959L01EL4,INF959L01EM2,NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT,16.7204,24-May-2023
2974,143790,INF959L01EH2,INF959L01EI0,NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT,16.7171,24-May-2023
2975,143789,INF959L01EF6,INF959L01EG4,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,16.7206,24-May-2023
2976,143788,INF959L01EJ8,INF959L01EK6,NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT,16.7195,24-May-2023
2977,149094,INF204KC1121,-,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,11.3359,24-May-2023
2978,149095,INF204KC1139,INF204KC1147,Nippon India Flexi Cap Fund - Direct Plan - IDCW Option,11.3359,24-May-2023
2979,149089,INF204KC1097,-,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,11.0249,24-May-2023
2980,149096,INF204KC1105,INF204KC1113,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,11.0249,24-May-2023
2981,133837,INF663L01FG9,INF663L01FH7,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,18.32,24-May-2023
2982,133839,INF663L01FF1,-,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,29.54,24-May-2023
2983,133838,INF663L01FK1,INF663L01FL9,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,16.7,24-May-2023
2984,133836,INF663L01FJ3,-,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,26.02,24-May-2023
2985,122639,INF879O01027,-,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,57.2893,24-May-2023
2986,122640,INF879O01019,-,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,53.3863,24-May-2023
2987,109830,INF966L01457,-,quant Flexi Cap Fund - Growth Option - Regular Plan,62.2738,24-May-2023
2988,120843,INF966L01911,-,quant Flexi Cap Fund - Growth Option-Direct Plan,67.4542,24-May-2023
2989,120842,INF966L01895,INF966L01903,quant Flexi Cap Fund - IDCW Option - Direct Plan,45.8828,24-May-2023
2990,109831,INF966L01432,INF966L01440,quant Flexi Cap Fund - IDCW Option - Regular Plan,44.5101,24-May-2023
2991,149450,INF0K1H01024,-,Samco Flexi Cap Fund - Direct Plan - Growth Option,9.68,24-May-2023
2992,149449,INF0K1H01016,-,Samco Flexi Cap Fund - Regular Plan - Growth Option,9.49,24-May-2023
2993,119718,INF200K01UG1,-,SBI Flexicap Fund - DIRECT PLAN - Growth Option,86.6456,24-May-2023
2994,119717,INF200K01UE6,INF200K01UF3,SBI Flexicap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),43.3081,24-May-2023
2995,103216,INF200K01230,INF200K01248,SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),35.3709,24-May-2023
2996,103215,INF200K01222,-,SBI Flexicap Fund - REGULAR PLAN -Growth Option,78.9924,24-May-2023
2997,144905,INF680P01109,-,Shriram Flexi Cap Fund - Direct Growth,16.0949,24-May-2023
2998,144906,INF680P01117,INF680P01125,Shriram Flexi Cap Fund - Direct-IDCW,15.9963,24-May-2023
2999,144902,INF680P01075,-,Shriram Flexi Cap Fund - Regular Growth,14.7883,24-May-2023
3000,144903,INF680P01083,INF680P01091,Shriram Flexi Cap Fund - Regular-IDCW,14.7814,24-May-2023
3001,150571,INF903JA1LE2,-,Sundaram Flexicap Fund Direct Growth,10.3518,24-May-2023
3002,150573,INF903JA1LF9,-,Sundaram Flexicap Fund Direct Plan IDCW Payout,10.3517,24-May-2023
3003,150572,-,INF903JA1LG7,Sundaram Flexicap Fund Direct Plan IDCW Reinvestment,10.3517,24-May-2023
3004,150568,INF903JA1LB8,-,Sundaram Flexicap Fund Regular Growth,10.2177,24-May-2023
3005,150569,INF903JA1LC6,-,Sundaram Flexicap Fund Regular Plan IDCW Payout,10.2177,24-May-2023
3006,150570,-,INF903JA1LD4,Sundaram Flexicap Fund Regular Plan IDCW Reinvestment,10.2177,24-May-2023
3007,144547,INF277K017K6,-,TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ,17.1859,24-May-2023
3008,144548,INF277K019K2,-,Tata Flexi Cap Fund -Regular Plan-Growth,15.9099,24-May-2023
3009,144543,-,INF277K016K8,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,17.1859,24-May-2023
3010,144544,INF277K011L7,-,TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,15.9099,24-May-2023
3011,144545,-,INF277K010L9,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,15.9099,24-May-2023
3012,144546,INF277K015K0,-,Tata Flexi Cap Fund-Direct Plan-Growth,17.1859,24-May-2023
3013,118884,INF044D01BV7,INF044D01BW5,Taurus Flexi Cap Fund - Direct Plan -  Payout of Income Distribution cum Capital Withdrawal option,80.55,24-May-2023
3014,118883,INF044D01BU9,-,Taurus Flexi Cap Fund - Direct Plan - Growth,159.64,24-May-2023
3015,100476,INF044D01989,-,Taurus Flexi Cap Fund - Regular Plan - Growth ,153.64,24-May-2023
3016,111640,INF044D01955,INF044D01963,Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,74.56,24-May-2023
3017,119292,INF582M01633,-,Union Flexi Cap Fund - Direct Plan - Growth Option,37.28,24-May-2023
3018,119293,INF582M01658,INF582M01641,Union Flexi Cap Fund - Direct Plan - IDCW Option,32.57,24-May-2023
3019,115270,INF582M01104,-,Union Flexi Cap Fund - Growth Option,34.32,24-May-2023
3020,115290,INF582M01120,INF582M01112,Union Flexi Cap Fund - IDCW Option,21.67,24-May-2023
3021,100669,INF789F01513,-,UTI - Flexi Cap Fund-Growth Option,234.5444,24-May-2023
3022,120662,INF789F01TC4,-,UTI - Flexi Cap Fund-Growth Option - Direct,247.7937,24-May-2023
3023,120663,INF789F01TA8,INF789F01TB6,UTI Flexi Cap Fund - Direct Plan - IDCW,164.9027,24-May-2023
3024,100668,INF189A01053,INF789F01505,UTI Flexi Cap Fund - Regular Plan - IDCW,155.0658,24-May-2023
3025,150347,INF03VN01506,-,WhieOak Capital Flexi Cap Fund Regular Plan Growth,10.717,24-May-2023
3026,150346,INF03VN01530,-,WhiteOak Capital Flexi Cap Fund Direct Plan Growth,10.860,24-May-2023
3027,150349,INF03VN01555,INF03VN01548,WhiteOak Capital Flexi Cap Fund Direct Plan IDCW,10.860,24-May-2023
3028,150348,INF03VN01522,INF03VN01514,WhiteOak Capital Flexi Cap Fund Regular Plan IDCW,10.717,24-May-2023
3029,131581,INF579M01910,INF579M01928,360 ONE Focused Equity Fund - Direct Plan - Dividend,34.9270,24-May-2023
3030,131579,INF579M01886,INF579M01894,360 ONE Focused Equity Fund - Regular Plan - Dividend,28.1240,24-May-2023
3031,131578,INF579M01878,-,360 ONE Focused Equity Fund -Regular Plan - Growth,31.7873,24-May-2023
3032,131580,INF579M01902,-,360 ONE Focused Equity Fund-Direct Plan-Growth,35.2867,24-May-2023
3033,119564,INF209K01WE3,-,Aditya Birla Sun Life Focused Equity Fund - Growth - Direct Plan,102.7728,24-May-2023
3034,119563,INF209K01Q71,INF209K01WF0,Aditya Birla Sun Life Focused Equity Fund -Direct - IDCW,45.1421,24-May-2023
3035,103309,INF209K01462,-,Aditya Birla Sun Life Focused Equity Fund -Growth Option,93.1072,24-May-2023
3036,103308,INF209K01454,INF209K01CS5,Aditya Birla Sun Life Focused Equity Fund -Regular - IDCW,19.5585,24-May-2023
3037,120468,INF846K01CQ8,-,Axis Focused 25 Fund - Direct Plan - Growth Option,44.71,24-May-2023
3038,120467,INF846K01CO3,INF846K01CP0,Axis Focused 25 Fund - Direct Plan - IDCW,29.60,24-May-2023
3039,117560,INF846K01CH7,-,Axis Focused 25 Fund - Regular Plan - Growth Option,39.53,24-May-2023
3040,117559,INF846K01CI5,INF846K01CJ3,Axis Focused 25 Fund - Regular Plan - IDCW,16.99,24-May-2023
3041,108592,INF194K01466,-,BANDHAN Focused Equity Fund - Regular Plan - Growth,55.431,24-May-2023
3042,108593,INF194K01474,INF194K01482,BANDHAN Focused Equity Fund - Regular Plan - IDCW,15.502,24-May-2023
3043,118421,INF194K01W21,-,BANDHAN Focused Equity Fund-Direct Plan-Growth,63.481,24-May-2023
3044,118422,INF194K01W39,INF194K01W47,BANDHAN Focused Equity Fund-Direct Plan-IDCW,26.596,24-May-2023
3045,150264,INF251K01PN0,-,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,16.5030,24-May-2023
3046,150265,INF251K01PO8,INF251K01PP5,BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option,14.2099,24-May-2023
3047,150262,INF251K01PL4,INF251K01PM2,BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option,13.0867,24-May-2023
3048,150263,INF251K01PK6,-,BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option,15.1563,24-May-2023
3049,148883,INF760K01JQ6,-,Canara Robeco Focused Equity Fund - Direct Plan - Growth Option,13.1900,24-May-2023
3050,148882,INF760K01JS2,INF760K01JR4,Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment),13.1900,24-May-2023
3051,148884,INF760K01JT0,-,Canara Robeco Focused Equity Fund - Regular Plan - Growth Option,12.7500,24-May-2023
3052,148885,INF760K01JV6,INF760K01JU8,Canara Robeco Focused Equity Fund - Regular Plan - IDCW (Payout/Reinvestment),12.7000,24-May-2023
3053,119096,INF740K01OB0,-,DSP Focus Fund - Direct Plan - Growth,37.027,24-May-2023
3054,119095,INF740K01OC8,INF740K01OD6,DSP Focus Fund - Direct Plan - IDCW,30.639,24-May-2023
3055,112901,INF740K01532,-,DSP Focus Fund - Regular Plan - Growth,33.917,24-May-2023
3056,113032,INF740K01540,INF740K01AC7,DSP Focus Fund - Regular Plan - IDCW,16.098,24-May-2023
3057,150376,INF754K01OP1,-,Edelweiss Focused Equity Fund - Direct Plan - Growth,10.895,24-May-2023
3058,150383,INF754K01OQ9,INF754K01OR7,Edelweiss Focused Equity Fund - Direct Plan - IDCW,10.895,24-May-2023
3059,150382,INF754K01OL0,-,Edelweiss Focused Equity Fund - Regular Plan - Growth,10.739,24-May-2023
3060,150384,INF754K01OM8,INF754K01ON6,Edelweiss Focused Equity Fund - Regular Plan - IDCW,10.738,24-May-2023
3061,118564,INF090I01IW2,-,Franklin India Focused Equity Fund - Direct - Growth,78.9393,24-May-2023
3062,118563,INF090I01IU6,INF090I01IV4,Franklin India Focused Equity Fund - Direct - IDCW ,35.4992,24-May-2023
3063,105817,INF090I01981,-,Franklin India Focused Equity Fund - Growth Plan,71.3242,24-May-2023
3064,105816,INF090I01965,INF090I01973,Franklin India Focused Equity Fund - IDCW ,30.4121,24-May-2023
3065,118950,INF179K01VK7,-,HDFC Focused 30 Fund - Growth Option - Direct Plan,152.234,24-May-2023
3066,102760,INF179K01574,-,HDFC Focused 30 Fund - GROWTH PLAN,137.635,24-May-2023
3067,118949,INF179K01VI1,INF179K01VJ9,HDFC Focused 30 Fund - IDCW Option - Direct Plan,22.505,24-May-2023
3068,102761,INF179K01558,INF179K01566,HDFC Focused 30 Fund - IDCW PLAN,18.481,24-May-2023
3069,148411,INF336L01PB2,-,HSBC Focused Fund - Direct Growth,17.3199,24-May-2023
3070,148412,INF336L01PC0,INF336L01PD8,HSBC Focused Fund - Direct IDCW,15.3685,24-May-2023
3071,148409,INF336L01PE6,-,HSBC Focused Fund - Regular Growth,16.5609,24-May-2023
3072,148410,INF336L01PF3,INF336L01PG1,HSBC Focused Fund - Regular IDCW,14.7058,24-May-2023
3073,120722,INF109K018N2,-,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,59.49,24-May-2023
3074,120723,INF109K016N6,INF109K017N4,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW,39.22,24-May-2023
3075,111957,INF109K01BZ4,-,ICICI Prudential Focused Equity Fund - Growth,53.23,24-May-2023
3076,111958,INF109K01FM3,INF109K01CA5,ICICI Prudential Focused Equity Fund - IDCW,20.33,24-May-2023
3077,141920,INF397L01KA7,-,IDBI FOCUSED 30 EQUITY FUND - Growth Direct,16.83,24-May-2023
3078,141919,INF397L01KE9,-,IDBI FOCUSED 30 EQUITY FUND - Growth Regular,15.63,24-May-2023
3079,141917,INF397L01KB5,INF397L01KC3,IDBI FOCUSED 30 EQUITY FUND - IDCW Regular,15.63,24-May-2023
3080,141918,INF397L01JX1,INF397L01JY9,IDBI FOCUSED 30 EQUITY FUND -IDCW Direct,16.83,24-May-2023
3081,148481,INF205KA1213,-,Invesco India Focused 20 Equity Fund - Direct Plan - Growth,15.44,24-May-2023
3082,148482,INF205KA1205,INF205KA1221,Invesco India Focused 20 Equity Fund - Direct Plan - IDCW (Payout / Reinvestment),13.93,24-May-2023
3083,148483,INF205KA1189,-,Invesco India Focused 20 Equity Fund - Growth,14.77,24-May-2023
3084,148484,INF205KA1171,INF205KA1197,Invesco India Focused 20 Equity Fund - IDCW (Payout / Reinvestment),13.29,24-May-2023
3085,120488,INF192K01BW7,-,JM Focused Fund (Direct)  - Growth Option,14.2534,24-May-2023
3086,120487,INF192K01BU1,INF192K01BV9,JM Focused Fund (Direct) -  IDCW,13.9687,24-May-2023
3087,107410,INF192K01577,-,JM Focused Fund (Regular) - Growth Option,12.5709,24-May-2023
3088,107409,INF192K01551,INF192K01569,JM Focused Fund (Regular) - IDCW,12.5704,24-May-2023
3089,147473,INF174KA1EN7,-,Kotak Focused equity Fund- Direct Plan- Growth option,17.913,24-May-2023
3090,147477,INF174KA1EK3,-,Kotak Focused Equity Fund- Regular plan _ Growth Option,16.791,24-May-2023
3091,147472,INF174KA1EM9,INF174KA1EL1,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,16.791,24-May-2023
3092,147475,INF174KA1EP2,INF174KA1EO5,Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,17.913,24-May-2023
3093,148569,INF174V01AI3,INF174V01AH5,Mahindra Manulife Focused Fund - Direct Plan - IDCW,14.0228,24-May-2023
3094,148567,INF174V01AG7,-,Mahindra Manulife Focused Fund - Direct Plan -Growth,17.2560,24-May-2023
3095,148571,INF174V01AD4,-,Mahindra Manulife Focused Fund - Regular Plan - Growth,16.3684,24-May-2023
3096,148566,INF174V01AF9,INF174V01AE2,Mahindra Manulife Focused Fund - Regular Plan - IDCW,13.2188,24-May-2023
3097,147205,INF769K01ET2,INF769K01EW6,Mirae Asset Focused Fund Direct IDCW,19.960,24-May-2023
3098,147206,INF769K01EU0,-,Mirae Asset Focused Fund Direct Plan Growth,19.965,24-May-2023
3099,147204,INF769K01ER6,INF769K01EV8,Mirae Asset Focused Fund Regular IDCW,18.825,24-May-2023
3100,147203,INF769K01ES4,-,Mirae Asset Focused Fund Regular Plan Growth,18.821,24-May-2023
3101,122389,INF247L01189,-,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,38.2013,24-May-2023
3102,122387,INF247L01155,-,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,33.4958,24-May-2023
3103,122390,INF247L01205,INF247L01197,Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment,19.4072,24-May-2023
3104,122388,INF247L01171,INF247L01163,Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment,17.0876,24-May-2023
3105,118693,INF204K01F79,INF204K01F87,NIPPON INDIA FOCUSED EQUITY FUND - DIRECT Plan - IDCW Option,36.8216,24-May-2023
3106,118692,INF204K01F95,-,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,88.5700,24-May-2023
3107,104638,INF204K01GF4,INF204K01GG2,NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION,27.8199,24-May-2023
3108,104637,INF204K01GE7,-,Nippon India Focused Equity Fund -Growth Plan -Growth Option,81.7002,24-May-2023
3109,109275,INF966L01374,-,quant Focused Fund - Growth Option - Regular Plan,56.3612,24-May-2023
3110,120834,INF966L01853,-,quant Focused Fund - Growth Option-Direct Plan,60.4742,24-May-2023
3111,120835,INF966L01838,INF966L01846,quant Focused Fund - IDCW Option - Direct Plan,35.3551,24-May-2023
3112,109274,INF966L01358,INF966L01366,quant Focused Fund - IDCW Option - Regular Plan,41.8974,24-May-2023
3113,119834,INF200K01RH5,INF200K01RI3,SBI Focused Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),63.2793,24-May-2023
3114,119727,INF200K01RJ1,-,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,259.6684,24-May-2023
3115,102765,INF200K01388,INF200K01396,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),43.0789,24-May-2023
3116,102756,INF200K01370,-,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,235.5225,24-May-2023
3117,149533,INF173K01EK6,-,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,121.7811,24-May-2023
3118,149534,INF173K01EM2,INF173K01EL4,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,35.8497,24-May-2023
3119,149532,INF173K01189,-,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option,112.3861,24-May-2023
3120,149531,INF173K01197,INF173K01205,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option,33.6969,24-May-2023
3121,147759,INF277K019X5,-,TATA Focused Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,16.7213,24-May-2023
3122,147758,-,INF277K018X7,TATA Focused Equity Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,16.7213,24-May-2023
3123,147761,INF277K012Y8,-,TATA Focused Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,15.7037,24-May-2023
3124,147756,-,INF277K011Y0,TATA Focused Equity Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,15.7037,24-May-2023
3125,147757,INF277K017X9,-,Tata Focused Equity Fund-Direct Plan-Growth,16.7213,24-May-2023
3126,147760,INF277K010Y2,-,Tata Focused Equity Fund-Regular Plan-Growth,15.7037,24-May-2023
3127,147492,INF582M01FS4,-,Union Focused Fund - Direct Plan - Growth Option,18.81,24-May-2023
3128,147491,INF582M01FU0,INF582M01FT2,Union Focused Fund - Direct Plan - IDCW Option,18.81,24-May-2023
3129,147490,INF582M01FW6,-,Union Focused Fund - Regular Plan - Growth Option,18.16,24-May-2023
3130,147493,INF582M01FY2,INF582M01FX4,Union Focused Fund - Regular Plan - IDCW Option,18.16,24-May-2023
3131,149091,INF789F1AVA3,-,UTI Focused Equity Fund - Direct Plan - Growth Option,10.9022,24-May-2023
3132,149093,INF789F1AVB1,-,UTI Focused Equity Fund - Direct Plan - IDCW Payout Option,10.9019,24-May-2023
3133,149090,INF789F1AUY5,-,UTI Focused Equity Fund - Regular Plan - Growth Option,10.5753,24-May-2023
3134,149092,INF789F1AUZ2,-,UTI Focused Equity Fund - Regular Plan - IDCW Payout Option,10.5753,24-May-2023
3135,119436,INF209K01VH8,-,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,671.88,24-May-2023
3136,100033,INF209K01165,-,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,614.68,24-May-2023
3137,119433,INF209K01VG0,INF209K01VI6,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,166.01,24-May-2023
3138,100034,INF209K01157,INF209K01CE5,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,109.91,24-May-2023
3139,145110,INF846K01J46,-,Axis Growth Opportunities Fund - Direct Plan - Growth,22.51,24-May-2023
3140,145109,INF846K01J53,INF846K01J61,Axis Growth Opportunities Fund - Direct Plan - IDCW,19.08,24-May-2023
3141,145112,INF846K01J79,-,Axis Growth Opportunities Fund - Regular Plan - Growth,20.94,24-May-2023
3142,145111,INF846K01J87,INF846K01J95,Axis Growth Opportunities Fund - Regular Plan - IDCW,15.43,24-May-2023
3143,108596,INF194K01524,-,BANDHAN Core Equity Fund - Regular Plan - Growth,74.796,24-May-2023
3144,108597,INF194K01532,INF194K01540,BANDHAN Core Equity Fund - Regular Plan - IDCW,19.967,24-May-2023
3145,118419,INF194K01V89,-,BANDHAN Core Equity Fund-Direct Plan-Growth,85.024,24-May-2023
3146,118420,INF194K01V97,INF194K01W05,BANDHAN Core Equity Fund-Direct Plan-IDCW,25.537,24-May-2023
