,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
0,119551,INF209KA12Z1,INF209KA13Z9,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,112.1392,24-May-2023
1,119552,INF209K01YM2,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,115.0102,24-May-2023
2,119553,INF209K01YO8,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,113.0762,24-May-2023
3,108272,INF209K01LX6,INF209KA11Z3,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,158.6757,24-May-2023
4,110282,INF209K01LU2,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,111.7019,24-May-2023
5,108274,INF209K01LN7,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,109.9346,24-May-2023
6,110490,INF209K01LR8,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,111.5602,24-May-2023
7,106157,INF209K01LS6,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,112.7306,24-May-2023
8,108273,INF209K01LV0,-,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,314.0751,24-May-2023
9,103176,INF209K01LT4,-,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,471.467,24-May-2023
10,119550,INF209K01YN0,-,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,323.6426,24-May-2023
11,120437,-,INF846K01CU0,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,1038.9951,24-May-2023
12,120438,INF846K01CR6,-,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,2324.8421,24-May-2023
13,120439,INF846K01CT2,INF846K01CS4,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,1039.5867,24-May-2023
14,120436,INF846K01CV8,INF846K01CW6,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,1038.0677,24-May-2023
15,117447,-,INF846K01CC8,Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,1038.9784,24-May-2023
16,117446,INF846K01CB0,-,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,2268.0182,24-May-2023
17,117449,INF846K01CF1,INF846K01CG9,Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,1039.3392,24-May-2023
18,117448,INF846K01CD6,INF846K01CE4,Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,1038.0486,24-May-2023
19,121936,INF194K019M8,-,BANDHAN Banking & PSU Debt Fund - Direct Annual IDCW,12.1080,24-May-2023
20,127471,-,INF194KA1JD3,BANDHAN Banking & PSU Debt Fund - Direct Daily IDCW,10.4753,24-May-2023
21,121934,-,INF194K010N5,BANDHAN Banking & PSU Debt Fund - Direct Fortnightly IDCW,10.4547,24-May-2023
22,121279,INF194K015G8,-,BANDHAN Banking & PSU Debt Fund - Direct Growth,21.6989,24-May-2023
23,121281,INF194K016G6,INF194K017G4,BANDHAN Banking & PSU Debt Fund - Direct IDCW,11.4147,24-May-2023
24,121935,-,INF194K011N3,BANDHAN Banking & PSU Debt Fund - Direct Monthly IDCW,10.4892,24-May-2023
25,121938,INF194K018M0,-,BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW,10.8736,24-May-2023
26,121933,INF194K015M6,-,BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW,11.1600,24-May-2023
27,127470,-,INF194KA1JC5,BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW,10.8771,24-May-2023
28,121931,-,INF194K016M4,BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW,10.6105,24-May-2023
29,121280,INF194K01SN6,-,BANDHAN Banking & PSU Debt Fund - Regular Growth,21.2183,24-May-2023
30,121282,INF194K01SO4,INF194K012D2,BANDHAN Banking & PSU Debt Fund - Regular IDCW,11.4578,24-May-2023
31,121932,-,INF194K017M2,BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW,10.7324,24-May-2023
32,121937,INF194K014M9,-,BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW,10.7804,24-May-2023
33,148629,INF955L01KF1,INF955L01KG9,Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option,10.2424,24-May-2023
34,148628,INF955L01KC8,-,Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option,10.9931,24-May-2023
35,148630,INF955L01KD6,INF955L01KE4,Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option,10.3703,24-May-2023
36,148625,INF955L01JX6,-,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option,10.8832,24-May-2023
37,148626,INF955L01KA2,INF955L01KB0,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option,10.2085,24-May-2023
38,148627,INF955L01JY4,INF955L01JZ1,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option,10.2675,24-May-2023
39,150505,INF760K01KC4,-,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,10.4736,24-May-2023
40,150507,INF760K01KE0,INF760K01KD2,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,10.4734,24-May-2023
41,150503,INF760K01KF7,-,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,10.4514,24-May-2023
42,150504,INF760K01KH3,INF760K01KG5,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),10.4515,24-May-2023
43,124175,INF740K01ZW2,-,DSP Banking & PSU Debt Fund - Direct Plan - Growth,21.1821,24-May-2023
44,124178,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.3730,24-May-2023
45,124182,-,INF740KA1OF7,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,10.1598,24-May-2023
46,124176,INF740K01ZX0,INF740K01ZY8,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,10.2819,24-May-2023
47,124177,INF740K01ZZ5,INF740K01A00,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly ,10.3722,24-May-2023
48,124183,INF740KA1OG5,INF740KA1OH3,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,10.1755,24-May-2023
49,124172,INF740K01ZP6,-,DSP Banking & PSU Debt Fund - Regular Plan - Growth,20.5723,24-May-2023
50,124174,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.3682,24-May-2023
51,124173,-,INF740KA1OI1,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,10.1596,24-May-2023
52,124180,INF740K01ZQ4,INF740K01ZR2,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,10.2740,24-May-2023
53,124181,INF740K01ZS0,INF740K01ZT8,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly ,10.3676,24-May-2023
54,124179,INF740KA1OJ9,INF740KA1OK7,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,10.1750,24-May-2023
55,140286,INF843K01FC8,-,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,21.8351,24-May-2023
56,140288,INF843K01FD6,INF843K01FE4,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,18.3677,24-May-2023
57,140291,INF843K01FG9,-,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,14.5854,24-May-2023
58,140293,INF843K01FI5,INF843K01FH7,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,11.0001,24-May-2023
59,140290,INF843K01FF1,-,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,10.5612,24-May-2023
60,140283,INF843K01FK1,-,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,21.2098,24-May-2023
61,140284,INF843K01FL9,INF843K01FM7,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,17.7576,24-May-2023
62,140294,INF843K01FO3,-,Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,14.2061,24-May-2023
63,140292,INF843K01FQ8,INF843K01FP0,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,11.2448,24-May-2023
64,140289,INF843K01FN5,-,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,10.1572,24-May-2023
65,129008,INF090I01KR8,-,Franklin India Banking & PSU Debt Fund - Direct - Growth,19.9848,24-May-2023
66,129006,INF090I01KO5,-,Franklin India Banking & PSU Debt Fund - Growth,19.2632,24-May-2023
67,129009,INF090I01KS6,INF090I01KT4,Franklin India Banking and PSU Debt Fund - Direct - IDCW ,10.9302,24-May-2023
68,129007,INF090I01KP2,INF090I01KQ0,Franklin India Banking and PSU Debt Fund - IDCW ,10.4057,24-May-2023
69,128628,INF179KA1JC4,-,HDFC Banking and PSU Debt Fund - Growth Option,19.705,24-May-2023
70,128629,INF179KA1IZ7,-,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,20.3483,24-May-2023
71,128627,INF179KA1JD2,INF179KA1JE0,HDFC Banking and PSU Debt Fund - IDCW Option,10.1415,24-May-2023
72,128626,INF179KA1JA8,INF179KA1JB6,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,10.0318,24-May-2023
73,151108,-,INF917K01HL7,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,11.1858,24-May-2023
74,151107,INF917K01HH5,-,HSBC Banking and PSU Debt Fund - Direct Growth,21.8886,24-May-2023
75,151106,INF917K01HJ1,INF917K01HI3,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,11.3909,24-May-2023
76,151109,-,INF917K01HK9,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,10.3485,24-May-2023
77,151102,-,INF677K01AF4,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,11.1109,24-May-2023
78,151104,INF677K01AE7,-,HSBC Banking and PSU Debt Fund - Regular Growth,20.9468,24-May-2023
79,151105,INF677K01AI8,INF677K01AJ6,HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,10.8478,24-May-2023
80,151103,-,INF917K01HM5,HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,10.3214,24-May-2023
81,120256,INF109K010A6,-,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,28.9166,24-May-2023
82,120258,INF109K011A4,INF109K012A2,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,12.7538,24-May-2023
83,112342,INF109K01RT3,-,ICICI Prudential Banking and PSU Debt Fund - Growth,27.9386,24-May-2023
84,116174,INF109K01YE1,INF109K01YD3,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,10.8099,24-May-2023
85,118234,-,INF205K01JX8,Invesco India Banking & PSU Debt Fund - Daily IDCW (Reinvestment),1010.3958,24-May-2023
86,120444,INF205K01KT4,-,Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option,2064.4073,24-May-2023
87,120443,-,INF205K01KS6,Invesco India Banking & PSU Debt Fund - Direct Plan - Daily IDCW (Reinvestment),1031.8962,24-May-2023
88,120445,INF205K01KU2,INF205K01KV0,Invesco India Banking & PSU Debt Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1016.5359,24-May-2023
89,118232,INF205K01JV2,-,Invesco India Banking & PSU Debt Fund - Growth Option,1941.547,24-May-2023
90,118233,INF205K01JW0,INF205K01JY6,Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment),1036.1687,24-May-2023
91,148534,INF00XX01861,-,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,11.3798,24-May-2023
92,148536,INF00XX01879,INF00XX01887,ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,11.3798,24-May-2023
93,148535,INF00XX01838,-,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,11.2193,24-May-2023
94,148533,INF00XX01846,INF00XX01853,ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,11.2193,24-May-2023
95,123690,INF174K01FO3,-,Kotak Banking and PSU Debt - Growth,55.9869,24-May-2023
96,123691,INF174K01FQ8,INF174K01FP0,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,10.5186,24-May-2023
97,123693,INF174K01KH7,-,Kotak Banking and PSU Debt Direct - Growth,57.8477,24-May-2023
98,123692,INF174K01KK1,-,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2874,24-May-2023
99,120337,INF767K01GJ2,INF767K01GM6,LIC MF Banking & PSU Debt Fund-Direct Plan-Daily IDCW,12.9095,24-May-2023
100,120338,INF767K01GI4,-,LIC MF Banking & PSU Debt Fund-Direct Plan-Growth,31.9055,24-May-2023
101,120339,INF767K01GK0,INF767K01GN4,LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly IDCW,12.016,24-May-2023
102,120336,INF767K01GL8,INF767K01GO2,LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly IDCW,10.052,24-May-2023
103,105822,INF767K01519,INF767K01527,LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW,10.8892,24-May-2023
104,105823,INF767K01535,-,LIC MF Banking & PSU Debt Fund-Regular Plan-Growth,29.9013,24-May-2023
105,105856,INF767K01543,INF767K01550,LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW,11.1909,24-May-2023
106,105857,INF767K01568,INF767K01576,LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW,10.05,24-May-2023
107,148419,INF769K01FY9,-,Mirae Asset Banking and PSU Debt Fund Direct Growth,11.3182,24-May-2023
108,148417,INF769K01FX1,INF769K01FZ6,Mirae Asset Banking and PSU Debt Fund Direct IDCW,11.3179,24-May-2023
109,148416,INF769K01FV5,-,Mirae Asset Banking and PSU Debt Fund Regular Growth Plan,11.1767,24-May-2023
110,148418,INF769K01FU7,INF769K01FW3,Mirae Asset Banking and PSU Debt Fund Regular IDCW,11.1776,24-May-2023
111,134552,INF204KA1U61,-,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,18.3232,24-May-2023
112,134547,INF204KA1U53,-,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,18.3230,24-May-2023
113,134545,INF204KA1T56,-,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,17.8021,24-May-2023
114,134555,INF204KA1U79,INF204KA1U87,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,18.3230,24-May-2023
115,134550,INF204KA1V37,INF204KA1V45,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,10.6418,24-May-2023
116,134556,INF204KA1U95,INF204KA1V03,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,10.8685,24-May-2023
117,134554,INF204KA1V11,INF204KA1V29,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,10.2771,24-May-2023
118,134548,INF204KA1T72,INF204KA1T80,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,17.8021,24-May-2023
119,134549,INF204KA1U38,INF204KA1U46,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,10.5793,24-May-2023
120,134551,INF204KA1T98,INF204KA1U04,NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,10.8123,24-May-2023
121,134553,INF204KA1U12,INF204KA1U20,NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,10.2780,24-May-2023
122,138580,INF223JA1LT3,INF223JA1LU1,PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend,10.2512,24-May-2023
123,138571,INF223J01VV2,-,PGIM India Banking and PSU Debt fund - Quarterly Dividend,10.6699,24-May-2023
124,138579,INF223JA1LR7,INF223JA1LS5,PGIM India Banking and PSU Debt Fund - Regular Dividend,10.2391,24-May-2023
125,138566,INF223J01SW6,-,PGIM India Banking and PSU Debt fund -Growth,20.9503,24-May-2023
126,138567,INF223J01WB2,-,PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,10.7313,24-May-2023
127,138564,INF223J01SZ9,-,PGIM India Banking and PSU Debt fund- Direct Plan-Growth,21.9491,24-May-2023
128,125502,-,INF200K01V16,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1242.8518,24-May-2023
129,125503,INF200K01V08,-,SBI BANKING & PSU FUND - Direct Plan - Growth,2821.6313,24-May-2023
130,125505,INF200K01V40,INF200K01V57,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1205.8787,24-May-2023
131,125504,INF200K01V32,INF200K01V24,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1240.0900,24-May-2023
132,125498,INF200K01U41,-,SBI BANKING & PSU FUND - Regular Paln - Growth,2680.5838,24-May-2023
133,125499,-,INF200K01U58,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1222.9578,24-May-2023
134,125501,INF200K01U82,INF200K01U90,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1147.4022,24-May-2023
135,125500,INF200K01U74,INF200K01U66,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1222.7014,24-May-2023
136,119629,INF903J01RI4,-,Sundaram Banking and PSU Debt Fund Direct Plan - Bonus,18.6316,24-May-2023
137,119627,-,INF903J01PC1,Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.2281,24-May-2023
138,119625,INF903J01PA5,-,Sundaram Banking and PSU Debt Fund Direct Plan - Growth,37.2433,24-May-2023
139,119626,INF903J01PB3,INF903J01PE7,Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5287,24-May-2023
140,118326,INF903J01LY4,-,Sundaram Banking and PSU Debt Fund Regular Plan - Bonus,18.5723,24-May-2023
141,100782,-,INF903J01IP8,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.3530,24-May-2023
142,100784,INF903J01IN3,-,Sundaram Banking and PSU Debt Fund Regular Plan - Growth,36.8300,24-May-2023
143,100793,INF903J01IO1,INF903J01IR4,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5814,24-May-2023
144,100783,-,INF903J01IQ6,Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.1114,24-May-2023
145,100781,INF903J01IK9,-,Sundaram Banking and PSU Debt Fund Retail Plan - Growth,33.1917,24-May-2023
146,100780,INF903J01IL7,INF903J01IM5,Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.4862,24-May-2023
147,147637,INF277K016X1,-,Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option ,12.5719,24-May-2023
148,147638,-,INF277K014X6,Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,12.5719,24-May-2023
149,147634,INF277K013X8,-,Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,12.3442,24-May-2023
150,147633,-,INF277K012X0,Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,12.3442,24-May-2023
151,147636,INF277K015X3,-,Tata Banking & PSU Debt Fund-Direct Plan-Growth,12.5719,24-May-2023
152,147635,INF277K011X2,-,Tata Banking & PSU Debt Fund-Regular Plan-Growth,12.3442,24-May-2023
153,148656,INF0GCD01107,-,TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH,1103.2834,24-May-2023
154,148655,INF0GCD01016,-,TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH,1090.6051,24-May-2023
155,148672,INF0GCD01180,INF0GCD01172,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1033.1256,24-May-2023
156,148678,-,INF0GCD01115,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1106.5039,24-May-2023
157,148681,INF0GCD01149,INF0GCD01131,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1034.2533,24-May-2023
158,148670,INF0GCD01164,INF0GCD01156,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1046.9969,24-May-2023
159,148675,-,INF0GCD01123,TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1025.364,24-May-2023
160,148669,INF0GCD01099,INF0GCD01081,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1020.6955,24-May-2023
161,148667,-,INF0GCD01024,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1092.9221,24-May-2023
162,148674,INF0GCD01057,INF0GCD01040,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1027.0232,24-May-2023
163,148668,INF0GCD01073,INF0GCD01065,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1035.5269,24-May-2023
164,148679,-,INF0GCD01032,TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1021.0895,24-May-2023
165,140135,INF789FA1V03,INF789FA1V11,UTI Banking & PSU Debt Fund - Direct Plan - Annual IDCW,12.1866,24-May-2023
166,133972,INF789FA1V29,INF789FA1V37,UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW,16.4682,24-May-2023
167,126940,INF789F015Z6,-,UTI Banking & PSU Debt Fund - Direct Plan - Growth Option,19.1107,24-May-2023
168,141375,INF789FA1U87,INF789FA1U95,UTI Banking & PSU Debt Fund - Direct Plan - Half-Yearly IDCW,12.6814,24-May-2023
169,134026,INF789FC1HE1,INF789FC1HF8,UTI Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,12.7034,24-May-2023
170,126942,INF789F016Z4,INF789F017Z2,UTI Banking & PSU Debt Fund - Direct Plan - Quarterly IDCW,14.2238,24-May-2023
171,140116,INF789FA1U46,INF789FA1U53,UTI Banking & PSU Debt Fund - Regular Plan - Annual IDCW,12.0449,24-May-2023
172,133971,INF789FA1U61,INF789FA1U79,UTI Banking & PSU Debt Fund - Regular Plan - Flexi IDCW,12.6709,24-May-2023
173,139407,INF789FA1U20,INF789FA1U38,UTI Banking & PSU Debt Fund - Regular Plan - Half-Yearly IDCW,12.618,24-May-2023
174,136110,INF789FC1HC5,INF789FC1HD3,UTI Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,12.58,24-May-2023
175,126941,INF789F012Z3,INF789F013Z1,UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW,12.9665,24-May-2023
176,126939,INF789F014Z9,-,UTI Banking & PSU Debt Fund- Regular Plan - Growth Option,18.8948,24-May-2023
177,119533,INF209K01S38,-,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,97.038,24-May-2023
178,103178,INF209K01785,-,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,95.781,24-May-2023
179,124832,INF209KA1KT0,-,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,11.0528,24-May-2023
180,119532,INF209K01N90,-,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,12.4802,24-May-2023
181,124833,INF209KA1KS2,-,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,12.4615,24-May-2023
182,103183,INF209K01983,INF209K01DL8,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.3394,24-May-2023
183,141586,INF846K01ZN6,-,Axis Corporate Debt Fund - Direct Plan - Daily IDCW,10.2330,24-May-2023
184,141590,INF846K01ZQ9,INF846K01ZR7,Axis Corporate Debt Fund - Direct Plan - Monthly IDCW,10.2679,24-May-2023
185,141591,INF846K01ZS5,INF846K01ZT3,Axis Corporate Debt Fund - Direct Plan - Regular IDCW,12.9225,24-May-2023
186,141587,INF846K01ZO4,INF846K01ZP1,Axis Corporate Debt Fund - Direct Plan - Weekly IDCW,10.3623,24-May-2023
187,141588,INF846K01ZM8,-,Axis Corporate Debt Fund - Direct Plan Growth,15.2270,24-May-2023
188,141589,INF846K01ZV9,-,Axis Corporate Debt Fund - Regular Plan - Daily IDCW,10.2325,24-May-2023
189,141594,INF846K01ZY3,INF846K01ZZ0,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,10.2597,24-May-2023
190,141595,INF846K01A03,INF846K01A11,Axis Corporate Debt Fund - Regular Plan - Regular IDCW,12.2984,24-May-2023
191,141592,INF846K01ZW7,INF846K01ZX5,Axis Corporate Debt Fund - Regular Plan - Weekly IDCW,10.2439,24-May-2023
192,141593,INF846K01ZU1,-,Axis Corporate Debt Fund - Regular Plan Growth,14.5723,24-May-2023
193,139201,INF194KA1T34,INF194KA1T42,BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.2848,24-May-2023
194,135916,INF194KA1M23,-,BANDHAN Corporate Bond Fund - Direct Growth,16.8171,24-May-2023
195,139200,INF194KA1T00,INF194KA1T18,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.4917,24-May-2023
196,139198,INF194KA1S43,INF194KA1S50,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.3931,24-May-2023
197,135917,INF194KA1M31,INF194KA1M49,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,11.1572,24-May-2023
198,139199,INF194KA1S76,INF194KA1S84,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.4968,24-May-2023
199,139204,INF194KA1S19,INF194KA1S27,BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.2767,24-May-2023
200,135914,INF194KA1L81,-,BANDHAN Corporate Bond Fund - Regular Growth,16.4399,24-May-2023
201,139203,INF194KA1R85,INF194KA1R93,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,10.8985,24-May-2023
202,139202,INF194KA1R28,INF194KA1R36,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.6457,24-May-2023
203,135915,INF194KA1L99,INF194KA1M07,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,11.0826,24-May-2023
204,139205,INF194KA1R51,INF194KA1R69,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.5388,24-May-2023
205,150230,INF251K01EN4,INF251K01EO2,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,10.5049,24-May-2023
